124,2019-06-15 14:33:36,GET,/,94,0,160,191,114,663,50562,0.16
125,2019-06-15 14:33:36,GET,/community,95,0,890,924,779,1617,144667,0.16
126,2019-06-15 14:33:36,GET,/groups,97,0,160,188,123,482,47010,0.16
127,2019-06-15 14:33:36,GET,/groups?q=Truckers,105,0,140,162,100,499,40578,0.18
128,2019-06-15 14:33:36,GET,/jobs/search,95,0,180,216,123,598,80948,0.16
129,2019-06-15 14:33:36,GET,/jobs/search?q=Amazon&l=Cambridge%2C+MA&r=25&ex=1&sources%5B%5D=CB&sources%5B%5D=GD&sources%5B%5D=LI&sources%5B%5D=JC,62,0,1100,1121,890,1459,378397,0.1
130,2019-06-15 14:33:36,GET,/praises-and-reviews,105,0,120,153,88,551,37661,0.18
131,2019-06-15 14:33:36,GET,/profiles/search,83,0,120,154,100,494,39893,0.14
132,2019-06-15 14:33:36,GET,/profiles/search?first_name=James&last_name=Wilson&employer=&position=&school=&location=,80,0,430,448,323,1049,55174,0.13
133,2019-06-15 14:47:27,GET,/,94,0,150,187,125,1165,50562,0.16
134,2019-06-15 14:47:27,GET,/community,95,0,890,905,481,1184,152372,0.16
135,2019-06-15 14:47:27,GET,/groups,79,0,170,181,136,386,47009,0.13
136,2019-06-15 14:47:27,GET,/groups?q=Truckers,73,0,130,161,106,527,40577,0.12
137,2019-06-15 14:47:27,GET,/jobs/search,98,0,180,206,146,937,80951,0.16
138,2019-06-15 14:47:27,GET,/jobs/search?q=Amazon&l=Cambridge%2C+MA&r=25&ex=1&sources%5B%5D=CB&sources%5B%5D=GD&sources%5B%5D=LI&sources%5B%5D=JC,91,0,1200,1205,934,1741,378560,0.15
139,2019-06-15 14:47:27,GET,/praises-and-reviews,95,0,120,139,97,394,37665,0.16
140,2019-06-15 14:47:27,GET,/profiles/search,97,0,120,141,101,416,39895,0.16
141,2019-06-15 14:47:27,GET,/profiles/search?first_name=James&last_name=Wilson&employer=&position=&school=&location=,87,0,440,456,328,1128,55175,0.15
142,2019-06-15 16:19:36,GET,/,100,0,140,159,118,441,50560,0.17
143,2019-06-15 16:19:36,GET,/community,77,0,890,900,773,1141,152388,0.13
144,2019-06-15 16:19:36,GET,/groups,109,0,150,176,130,483,46847,0.18
145,2019-06-15 16:19:36,GET,/groups?q=Truckers,78,0,120,150,99,475,40579,0.13
146,2019-06-15 16:19:36,GET,/jobs/search,111,0,170,189,135,624,80951,0.19
